,age,stamina,handling,attack,defense,technique,strength,jumping,speed,agility,kicking,form,aggression,discipline,leadership,experience,weight,height,energy,csr
32277,20.0,12.0,13.0,14.0,14.0,10.0,8.0,12.0,14.0,12.0,5.0,6.0,3.0,3.0,4.0,2.0,86.0,189.0,10.0,100693.0
32278,34.0,13.0,12.0,13.0,13.0,13.0,9.0,4.0,8.0,9.0,1.0,8.0,2.0,2.0,6.0,3.0,104.0,187.0,11.0,78472.0
32279,20.0,14.0,9.0,4.0,14.0,14.0,14.0,9.0,4.0,4.0,2.0,7.0,2.0,2.0,4.0,1.0,113.0,200.0,11.0,76534.0
32280,20.0,14.0,6.0,9.0,14.0,14.0,14.0,3.0,8.0,7.0,6.0,7.0,5.0,1.0,5.0,1.0,103.0,182.0,11.0,78409.0
32281,20.0,14.0,10.0,8.0,14.0,14.0,14.0,8.0,4.0,5.0,1.0,9.0,3.0,1.0,7.0,1.0,127.0,198.0,11.0,79322.0
32282,20.0,14.0,10.0,11.0,14.0,13.0,14.0,3.0,8.0,11.0,4.0,7.0,2.0,5.0,3.0,1.0,88.0,184.0,11.0,83615.0
32283,19.0,6.0,8.0,14.0,14.0,13.0,13.0,4.0,10.0,9.0,8.0,6.0,1.0,4.0,6.0,1.0,77.0,178.0,11.0,76470.0
32284,19.0,6.0,7.0,10.0,14.0,14.0,14.0,13.0,5.0,2.0,3.0,8.0,1.0,1.0,6.0,2.0,104.0,196.0,11.0,72304.0
32285,19.0,5.0,13.0,9.0,10.0,13.0,14.0,14.0,8.0,8.0,9.0,8.0,4.0,3.0,6.0,2.0,94.0,185.0,11.0,81101.0
32286,18.0,11.0,13.0,10.0,6.0,8.0,6.0,6.0,9.0,8.0,3.0,9.0,2.0,4.0,5.0,1.0,108.0,206.0,11.0,41090.0
32287,19.0,10.0,14.0,14.0,14.0,8.0,14.0,6.0,14.0,9.0,6.0,7.0,3.0,2.0,3.0,3.0,82.0,190.0,9.0,93179.0
32288,19.0,14.0,14.0,14.0,14.0,7.0,9.0,6.0,10.0,14.0,10.0,3.0,1.0,4.0,7.0,3.0,87.0,183.0,10.0,95141.0
32289,17.0,9.0,5.0,6.0,13.0,9.0,11.0,5.0,5.0,7.0,2.0,5.0,1.0,4.0,7.0,1.0,115.0,189.0,11.0,34535.0
32290,19.0,14.0,14.0,14.0,12.0,11.0,13.0,4.0,11.0,11.0,10.0,8.0,4.0,3.0,8.0,3.0,88.0,179.0,10.0,104934.0
32291,18.0,11.0,12.0,8.0,7.0,13.0,14.0,10.0,8.0,7.0,6.0,4.0,4.0,2.0,10.0,2.0,124.0,202.0,10.0,59849.0
32292,20.0,14.0,13.0,13.0,13.0,8.0,13.0,7.0,13.0,6.0,3.0,8.0,3.0,3.0,6.0,2.0,104.0,187.0,11.0,98598.0
32293,20.0,14.0,14.0,13.0,14.0,4.0,9.0,4.0,13.0,9.0,6.0,7.0,2.0,3.0,4.0,2.0,80.0,187.0,11.0,88154.0
32294,36.0,8.0,8.0,8.0,7.0,1.0,1.0,1.0,9.0,8.0,1.0,7.0,1.0,3.0,5.0,9.0,93.0,185.0,11.0,14270.0
32295,19.0,14.0,13.0,13.0,13.0,7.0,9.0,8.0,13.0,13.0,4.0,7.0,4.0,4.0,2.0,2.0,94.0,190.0,11.0,89519.0
32296,17.0,7.0,9.0,10.0,11.0,8.0,10.0,9.0,9.0,5.0,2.0,9.0,2.0,5.0,8.0,1.0,110.0,194.0,10.0,34636.0
32297,17.0,10.0,10.0,9.0,10.0,14.0,8.0,4.0,8.0,4.0,1.0,6.0,3.0,2.0,3.0,1.0,104.0,183.0,7.0,39626.0
32298,20.0,14.0,10.0,11.0,14.0,14.0,12.0,5.0,11.0,12.0,3.0,8.0,3.0,4.0,8.0,2.0,115.0,182.0,11.0,85168.0
32299,34.0,17.0,14.0,17.0,17.0,15.0,3.0,7.0,14.0,11.0,13.0,8.0,3.0,2.0,6.0,6.0,89.0,190.0,11.0,198667.0
32300,17.0,10.0,8.0,6.0,11.0,10.0,9.0,8.0,3.0,6.0,1.0,5.0,4.0,2.0,2.0,1.0,103.0,189.0,11.0,27377.0
32301,38.0,13.0,12.0,8.0,12.0,13.0,12.0,11.0,12.0,1.0,1.0,6.0,4.0,3.0,6.0,9.0,102.0,183.0,11.0,80368.0
32302,38.0,13.0,13.0,13.0,13.0,12.0,14.0,14.0,4.0,1.0,1.0,7.0,3.0,3.0,3.0,8.0,103.0,202.0,9.0,102447.0
32303,18.0,11.0,10.0,9.0,10.0,12.0,13.0,6.0,8.0,10.0,2.0,7.0,3.0,4.0,6.0,2.0,108.0,190.0,10.0,55988.0
32304,19.0,13.0,14.0,7.0,10.0,13.0,12.0,10.0,11.0,9.0,3.0,7.0,3.0,5.0,3.0,2.0,129.0,194.0,10.0,76050.0
32305,20.0,14.0,10.0,13.0,12.0,13.0,11.0,7.0,12.0,11.0,2.0,10.0,4.0,2.0,8.0,2.0,104.0,179.0,11.0,88912.0
32306,20.0,14.0,10.0,13.0,13.0,13.0,13.0,6.0,12.0,13.0,3.0,8.0,2.0,4.0,8.0,2.0,99.0,178.0,10.0,102476.0
32307,20.0,14.0,11.0,14.0,13.0,13.0,11.0,9.0,14.0,14.0,2.0,9.0,3.0,3.0,4.0,3.0,103.0,191.0,11.0,115328.0
32308,20.0,14.0,10.0,13.0,14.0,14.0,13.0,8.0,13.0,7.0,2.0,7.0,1.0,5.0,4.0,3.0,107.0,189.0,11.0,97534.0
32309,21.0,14.0,14.0,10.0,9.0,14.0,14.0,6.0,5.0,10.0,2.0,5.0,1.0,4.0,8.0,3.0,117.0,180.0,11.0,87300.0
32310,20.0,9.0,13.0,14.0,13.0,8.0,8.0,5.0,14.0,14.0,8.0,10.0,2.0,2.0,7.0,2.0,80.0,193.0,11.0,89647.0
32311,19.0,10.0,14.0,12.0,11.0,12.0,12.0,9.0,13.0,12.0,4.0,7.0,2.0,1.0,9.0,3.0,122.0,202.0,10.0,89760.0
32312,19.0,14.0,14.0,14.0,12.0,10.0,10.0,6.0,14.0,9.0,10.0,7.0,1.0,2.0,4.0,2.0,83.0,177.0,10.0,94184.0
32313,17.0,8.0,4.0,10.0,10.0,10.0,10.0,4.0,9.0,5.0,2.0,9.0,2.0,4.0,3.0,1.0,110.0,184.0,10.0,28128.0
32314,17.0,2.0,5.0,2.0,2.0,5.0,5.0,1.0,2.0,5.0,2.0,11.0,4.0,4.0,7.0,1.0,96.0,180.0,11.0,3633.0
32315,17.0,5.0,5.0,2.0,2.0,1.0,1.0,2.0,5.0,8.0,1.0,9.0,4.0,3.0,8.0,1.0,78.0,179.0,11.0,5239.0
32316,17.0,4.0,6.0,2.0,1.0,2.0,2.0,1.0,4.0,6.0,1.0,8.0,4.0,2.0,4.0,1.0,96.0,187.0,11.0,3335.0
32317,17.0,7.0,11.0,9.0,9.0,11.0,10.0,5.0,10.0,8.0,5.0,7.0,4.0,3.0,4.0,2.0,108.0,190.0,10.0,37459.0
32318,17.0,8.0,6.0,2.0,3.0,2.0,2.0,2.0,6.0,4.0,2.0,8.0,3.0,2.0,9.0,1.0,90.0,180.0,11.0,5862.0
32319,19.0,10.0,14.0,13.0,13.0,9.0,11.0,6.0,7.0,11.0,4.0,7.0,1.0,3.0,8.0,1.0,97.0,174.0,11.0,71258.0
32320,21.0,13.0,14.0,13.0,14.0,13.0,14.0,14.0,13.0,7.0,2.0,5.0,5.0,3.0,6.0,2.0,115.0,194.0,11.0,124127.0
32321,17.0,7.0,6.0,5.0,9.0,9.0,11.0,5.0,7.0,6.0,4.0,7.0,4.0,1.0,5.0,1.0,122.0,178.0,10.0,20725.0
32322,18.0,8.0,8.0,10.0,12.0,14.0,14.0,5.0,8.0,9.0,2.0,9.0,3.0,3.0,4.0,2.0,113.0,192.0,10.0,59390.0
32323,19.0,14.0,4.0,14.0,14.0,14.0,9.0,3.0,6.0,5.0,1.0,8.0,3.0,2.0,4.0,2.0,125.0,180.0,11.0,71240.0
32324,26.0,8.0,16.0,13.0,15.0,11.0,12.0,5.0,13.0,15.0,7.0,8.0,4.0,4.0,6.0,2.0,90.0,184.0,11.0,122491.0
32325,34.0,15.0,15.0,16.0,16.0,15.0,16.0,10.0,18.0,10.0,14.0,7.0,4.0,3.0,4.0,4.0,78.0,183.0,11.0,234404.0
32326,26.0,6.0,16.0,12.0,12.0,15.0,15.0,7.0,10.0,11.0,2.0,5.0,3.0,5.0,6.0,2.0,95.0,188.0,11.0,106397.0
32327,20.0,12.0,9.0,14.0,14.0,9.0,7.0,11.0,10.0,9.0,3.0,10.0,2.0,2.0,2.0,3.0,113.0,184.0,11.0,74598.0
32328,34.0,14.0,13.0,17.0,17.0,12.0,9.0,5.0,8.0,7.0,6.0,8.0,2.0,5.0,11.0,6.0,91.0,184.0,5.0,129802.0
32329,33.0,16.0,13.0,16.0,16.0,16.0,15.0,9.0,16.0,6.0,4.0,9.0,5.0,4.0,3.0,6.0,105.0,181.0,9.0,191119.0
32330,27.0,7.0,17.0,11.0,10.0,15.0,15.0,8.0,10.0,14.0,3.0,7.0,4.0,2.0,6.0,3.0,98.0,203.0,11.0,125246.0
32331,22.0,5.0,9.0,15.0,15.0,3.0,4.0,13.0,15.0,6.0,4.0,8.0,3.0,1.0,6.0,2.0,90.0,188.0,11.0,96810.0
32332,19.0,14.0,14.0,13.0,13.0,8.0,6.0,3.0,14.0,13.0,5.0,8.0,2.0,1.0,4.0,2.0,87.0,189.0,11.0,95051.0
32333,18.0,6.0,9.0,12.0,11.0,8.0,7.0,5.0,8.0,6.0,2.0,7.0,3.0,2.0,4.0,2.0,115.0,181.0,10.0,29593.0
32334,18.0,14.0,12.0,10.0,12.0,14.0,13.0,14.0,5.0,5.0,2.0,9.0,3.0,5.0,6.0,2.0,118.0,192.0,10.0,90421.0
32335,18.0,11.0,11.0,12.0,13.0,4.0,5.0,3.0,13.0,7.0,14.0,9.0,1.0,3.0,3.0,1.0,81.0,189.0,10.0,70441.0
32336,17.0,7.0,8.0,8.0,11.0,4.0,4.0,6.0,10.0,10.0,2.0,9.0,1.0,2.0,4.0,1.0,102.0,191.0,10.0,27809.0
32337,33.0,18.0,18.0,17.0,18.0,12.0,12.0,6.0,15.0,17.0,6.0,6.0,2.0,2.0,5.0,6.0,95.0,181.0,11.0,263172.0
32338,17.0,9.0,14.0,10.0,10.0,14.0,10.0,4.0,5.0,4.0,1.0,6.0,3.0,2.0,6.0,2.0,99.0,176.0,11.0,52433.0
32339,18.0,8.0,5.0,6.0,11.0,12.0,10.0,9.0,5.0,7.0,3.0,8.0,4.0,4.0,6.0,2.0,121.0,183.0,11.0,32812.0
32340,19.0,12.0,11.0,14.0,14.0,10.0,10.0,6.0,7.0,7.0,1.0,7.0,3.0,2.0,10.0,2.0,118.0,190.0,11.0,62297.0
32341,18.0,11.0,13.0,11.0,10.0,9.0,13.0,11.0,9.0,6.0,1.0,6.0,3.0,2.0,6.0,2.0,122.0,201.0,10.0,59627.0
32342,26.0,7.0,7.0,8.0,12.0,12.0,12.0,7.0,6.0,7.0,3.0,7.0,3.0,3.0,4.0,5.0,106.0,191.0,11.0,38771.0
32343,19.0,12.0,14.0,13.0,14.0,9.0,9.0,4.0,11.0,10.0,10.0,7.0,2.0,4.0,10.0,2.0,84.0,182.0,10.0,82696.0
32344,18.0,13.0,12.0,13.0,14.0,14.0,9.0,5.0,9.0,4.0,4.0,5.0,2.0,2.0,8.0,2.0,102.0,189.0,11.0,72583.0
32345,20.0,14.0,7.0,11.0,14.0,12.0,14.0,4.0,5.0,4.0,5.0,7.0,4.0,3.0,7.0,3.0,117.0,183.0,11.0,73733.0
32346,18.0,10.0,8.0,7.0,12.0,14.0,12.0,5.0,7.0,9.0,3.0,6.0,2.0,3.0,5.0,1.0,134.0,184.0,11.0,50310.0
32347,17.0,6.0,6.0,8.0,10.0,10.0,11.0,5.0,8.0,5.0,2.0,7.0,3.0,3.0,7.0,1.0,121.0,184.0,11.0,24327.0
32348,19.0,14.0,14.0,14.0,14.0,13.0,11.0,10.0,9.0,8.0,4.0,9.0,3.0,5.0,3.0,1.0,97.0,191.0,11.0,95810.0
32349,18.0,13.0,8.0,7.0,11.0,9.0,7.0,3.0,13.0,12.0,7.0,10.0,4.0,3.0,11.0,2.0,88.0,185.0,11.0,60027.0
32350,29.0,18.0,18.0,17.0,16.0,10.0,11.0,4.0,16.0,15.0,10.0,8.0,5.0,4.0,5.0,4.0,79.0,181.0,11.0,239018.0
32351,19.0,4.0,14.0,3.0,14.0,14.0,14.0,6.0,5.0,5.0,2.0,8.0,4.0,3.0,4.0,2.0,124.0,173.0,9.0,69781.0
32352,18.0,12.0,12.0,11.0,14.0,11.0,11.0,10.0,9.0,9.0,5.0,8.0,3.0,4.0,6.0,1.0,101.0,186.0,11.0,71474.0
32353,20.0,14.0,14.0,14.0,14.0,7.0,9.0,8.0,14.0,13.0,9.0,6.0,2.0,2.0,5.0,2.0,94.0,183.0,11.0,108055.0
32354,19.0,14.0,13.0,10.0,9.0,9.0,14.0,10.0,13.0,6.0,2.0,9.0,3.0,1.0,10.0,3.0,115.0,201.0,10.0,77688.0
32355,20.0,14.0,12.0,12.0,13.0,13.0,14.0,4.0,11.0,10.0,1.0,7.0,2.0,4.0,4.0,2.0,120.0,180.0,11.0,94981.0
32356,20.0,9.0,14.0,13.0,14.0,14.0,13.0,7.0,11.0,9.0,2.0,6.0,4.0,5.0,4.0,2.0,101.0,190.0,11.0,94374.0
32357,18.0,6.0,13.0,6.0,12.0,13.0,13.0,8.0,5.0,3.0,2.0,7.0,2.0,4.0,7.0,1.0,121.0,197.0,10.0,57497.0
32358,20.0,12.0,13.0,10.0,13.0,13.0,14.0,6.0,11.0,10.0,2.0,6.0,4.0,3.0,8.0,2.0,125.0,188.0,11.0,88931.0
32359,32.0,17.0,12.0,16.0,16.0,8.0,6.0,7.0,17.0,16.0,14.0,7.0,3.0,2.0,8.0,6.0,78.0,173.0,9.0,211593.0
32360,19.0,11.0,14.0,14.0,13.0,12.0,14.0,9.0,12.0,7.0,3.0,7.0,2.0,4.0,1.0,2.0,94.0,189.0,11.0,97491.0
32361,19.0,14.0,4.0,7.0,9.0,10.0,14.0,6.0,14.0,14.0,3.0,9.0,5.0,2.0,4.0,2.0,114.0,178.0,10.0,78292.0
32362,20.0,13.0,13.0,13.0,13.0,13.0,12.0,6.0,13.0,8.0,4.0,5.0,2.0,4.0,6.0,1.0,93.0,192.0,11.0,107566.0
32363,18.0,11.0,11.0,13.0,10.0,12.0,11.0,9.0,9.0,8.0,2.0,7.0,2.0,3.0,8.0,2.0,115.0,197.0,11.0,59967.0
32364,17.0,4.0,2.0,5.0,7.0,7.0,7.0,5.0,4.0,2.0,2.0,6.0,2.0,4.0,4.0,2.0,107.0,185.0,9.0,6896.0
32365,20.0,14.0,14.0,13.0,14.0,13.0,13.0,7.0,11.0,9.0,1.0,9.0,2.0,4.0,5.0,3.0,110.0,182.0,10.0,105364.0
32366,22.0,15.0,15.0,8.0,9.0,14.0,10.0,5.0,14.0,3.0,3.0,9.0,4.0,2.0,8.0,2.0,116.0,181.0,11.0,95584.0
32367,20.0,14.0,14.0,9.0,8.0,14.0,14.0,2.0,6.0,2.0,3.0,8.0,4.0,1.0,6.0,2.0,103.0,182.0,11.0,72155.0
32368,20.0,14.0,14.0,14.0,8.0,12.0,12.0,4.0,8.0,4.0,7.0,9.0,4.0,2.0,5.0,2.0,83.0,183.0,11.0,78209.0
32369,24.0,18.0,14.0,16.0,15.0,18.0,16.0,12.0,11.0,4.0,3.0,8.0,1.0,2.0,10.0,5.0,112.0,197.0,10.0,218459.0
32370,18.0,10.0,13.0,11.0,7.0,11.0,11.0,11.0,6.0,6.0,1.0,7.0,3.0,3.0,5.0,2.0,113.0,195.0,10.0,53231.0
32371,19.0,12.0,11.0,13.0,12.0,14.0,11.0,12.0,13.0,7.0,2.0,7.0,4.0,3.0,9.0,2.0,117.0,196.0,10.0,88907.0
32372,30.0,17.0,16.0,16.0,18.0,17.0,17.0,10.0,17.0,11.0,3.0,8.0,3.0,2.0,5.0,7.0,118.0,190.0,8.0,278609.0
32373,19.0,12.0,2.0,12.0,13.0,1.0,13.0,3.0,1.0,3.0,1.0,9.0,2.0,3.0,6.0,1.0,89.0,183.0,11.0,53656.0
32374,19.0,13.0,11.0,11.0,13.0,12.0,11.0,6.0,10.0,5.0,3.0,8.0,4.0,3.0,6.0,2.0,121.0,186.0,10.0,65680.0
32375,18.0,12.0,13.0,10.0,8.0,13.0,13.0,9.0,3.0,2.0,2.0,7.0,4.0,3.0,5.0,1.0,130.0,197.0,11.0,67176.0
32376,20.0,14.0,14.0,11.0,13.0,14.0,14.0,6.0,8.0,6.0,3.0,9.0,5.0,2.0,7.0,2.0,98.0,176.0,11.0,93742.0
32377,20.0,14.0,14.0,14.0,14.0,14.0,13.0,8.0,7.0,4.0,3.0,8.0,4.0,3.0,6.0,2.0,93.0,183.0,11.0,101583.0
32378,21.0,14.0,12.0,15.0,14.0,9.0,8.0,5.0,14.0,14.0,5.0,10.0,3.0,1.0,5.0,2.0,81.0,189.0,11.0,108419.0
32379,19.0,10.0,14.0,14.0,10.0,14.0,14.0,10.0,10.0,11.0,2.0,7.0,5.0,3.0,4.0,1.0,112.0,197.0,10.0,93523.0
32380,19.0,14.0,5.0,11.0,14.0,14.0,14.0,9.0,6.0,7.0,8.0,8.0,4.0,4.0,5.0,2.0,111.0,180.0,11.0,82571.0
32381,28.0,12.0,14.0,9.0,18.0,17.0,17.0,6.0,9.0,5.0,3.0,8.0,3.0,1.0,4.0,4.0,99.0,189.0,11.0,172469.0
32382,19.0,14.0,14.0,11.0,8.0,11.0,13.0,13.0,8.0,9.0,7.0,6.0,2.0,3.0,8.0,2.0,105.0,199.0,11.0,86527.0
32383,20.0,14.0,11.0,14.0,14.0,9.0,11.0,9.0,11.0,8.0,9.0,8.0,3.0,4.0,4.0,3.0,77.0,185.0,11.0,85917.0
32384,19.0,10.0,8.0,5.0,8.0,14.0,14.0,4.0,13.0,13.0,2.0,9.0,2.0,3.0,6.0,2.0,126.0,187.0,11.0,74233.0
32385,17.0,10.0,12.0,11.0,10.0,10.0,10.0,10.0,9.0,8.0,3.0,7.0,3.0,2.0,1.0,2.0,126.0,196.0,11.0,51700.0
32386,20.0,12.0,9.0,12.0,8.0,10.0,10.0,6.0,9.0,7.0,5.0,8.0,3.0,3.0,7.0,2.0,123.0,184.0,9.0,45610.0
32387,20.0,14.0,12.0,9.0,14.0,14.0,14.0,8.0,4.0,5.0,4.0,3.0,3.0,1.0,6.0,3.0,101.0,197.0,11.0,81628.0
32388,17.0,6.0,3.0,4.0,5.0,2.0,1.0,1.0,2.0,5.0,1.0,8.0,4.0,3.0,8.0,1.0,97.0,192.0,10.0,3434.0
32389,17.0,7.0,2.0,3.0,5.0,2.0,1.0,2.0,1.0,6.0,2.0,5.0,2.0,2.0,5.0,1.0,86.0,185.0,11.0,3988.0
32390,18.0,5.0,5.0,3.0,6.0,6.0,5.0,3.0,5.0,5.0,2.0,6.0,1.0,4.0,1.0,2.0,109.0,182.0,9.0,6037.0
32391,19.0,7.0,5.0,6.0,10.0,4.0,6.0,5.0,8.0,5.0,2.0,9.0,4.0,4.0,3.0,2.0,85.0,184.0,10.0,13507.0
32392,17.0,6.0,2.0,8.0,6.0,4.0,4.0,3.0,6.0,5.0,4.0,9.0,2.0,3.0,3.0,1.0,88.0,188.0,11.0,7668.0
32393,18.0,6.0,5.0,6.0,5.0,3.0,4.0,4.0,6.0,5.0,4.0,7.0,2.0,2.0,7.0,1.0,89.0,180.0,11.0,6125.0
32394,19.0,2.0,5.0,8.0,5.0,3.0,6.0,4.0,5.0,2.0,1.0,6.0,3.0,2.0,6.0,1.0,106.0,202.0,8.0,5951.0
32395,18.0,6.0,4.0,6.0,8.0,8.0,6.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,5.0,2.0,127.0,189.0,11.0,8802.0
32396,18.0,5.0,5.0,5.0,7.0,6.0,3.0,5.0,5.0,5.0,4.0,8.0,1.0,3.0,9.0,2.0,88.0,186.0,9.0,7016.0
32397,19.0,5.0,4.0,8.0,7.0,7.0,6.0,4.0,5.0,4.0,2.0,6.0,2.0,3.0,7.0,2.0,121.0,178.0,10.0,9743.0
32398,20.0,14.0,11.0,11.0,11.0,12.0,11.0,4.0,13.0,14.0,10.0,6.0,3.0,4.0,7.0,2.0,82.0,183.0,11.0,92526.0
32399,19.0,5.0,10.0,10.0,7.0,7.0,5.0,5.0,8.0,6.0,5.0,7.0,3.0,1.0,6.0,1.0,99.0,193.0,8.0,19027.0
32400,17.0,7.0,11.0,7.0,7.0,7.0,7.0,3.0,9.0,8.0,2.0,7.0,2.0,3.0,9.0,1.0,92.0,171.0,11.0,20067.0
32401,18.0,11.0,10.0,11.0,9.0,14.0,11.0,12.0,4.0,4.0,1.0,9.0,4.0,1.0,7.0,2.0,117.0,202.0,9.0,60677.0
32402,19.0,12.0,12.0,14.0,14.0,9.0,8.0,4.0,14.0,13.0,4.0,9.0,2.0,2.0,9.0,3.0,84.0,184.0,8.0,88641.0
32403,21.0,9.0,11.0,12.0,12.0,6.0,7.0,5.0,11.0,7.0,6.0,8.0,2.0,4.0,9.0,3.0,77.0,179.0,11.0,42448.0
32404,23.0,9.0,6.0,9.0,12.0,12.0,11.0,7.0,6.0,5.0,4.0,5.0,3.0,2.0,6.0,4.0,113.0,181.0,11.0,38712.0
32405,18.0,13.0,12.0,8.0,14.0,12.0,14.0,6.0,13.0,3.0,3.0,7.0,4.0,3.0,7.0,2.0,114.0,177.0,8.0,82137.0
32406,18.0,11.0,11.0,6.0,6.0,11.0,14.0,7.0,11.0,5.0,2.0,7.0,3.0,3.0,3.0,2.0,119.0,199.0,8.0,50467.0
32407,19.0,14.0,13.0,7.0,13.0,12.0,14.0,9.0,8.0,5.0,2.0,8.0,3.0,3.0,7.0,2.0,110.0,196.0,10.0,84064.0
32408,19.0,12.0,10.0,10.0,14.0,10.0,11.0,4.0,11.0,10.0,2.0,7.0,3.0,2.0,8.0,2.0,113.0,194.0,8.0,60962.0
32409,18.0,5.0,9.0,14.0,13.0,9.0,4.0,10.0,5.0,5.0,8.0,8.0,5.0,4.0,5.0,2.0,95.0,182.0,11.0,47278.0
32410,39.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,3.0,9.0,10.0,119.0,203.0,9.0,585.0
32411,19.0,14.0,10.0,13.0,12.0,6.0,5.0,3.0,13.0,13.0,13.0,9.0,4.0,1.0,5.0,1.0,104.0,191.0,11.0,93866.0
32412,22.0,11.0,14.0,14.0,15.0,8.0,10.0,6.0,14.0,15.0,2.0,8.0,5.0,3.0,7.0,3.0,97.0,191.0,11.0,115151.0
32413,23.0,15.0,10.0,14.0,15.0,8.0,8.0,10.0,15.0,15.0,3.0,8.0,3.0,4.0,11.0,2.0,95.0,188.0,11.0,128990.0
32414,22.0,13.0,12.0,12.0,14.0,13.0,12.0,7.0,9.0,7.0,6.0,6.0,2.0,5.0,4.0,2.0,116.0,181.0,11.0,81223.0
32415,19.0,11.0,8.0,8.0,11.0,13.0,13.0,4.0,11.0,12.0,2.0,10.0,2.0,3.0,7.0,2.0,126.0,188.0,10.0,62737.0
32416,19.0,11.0,14.0,10.0,9.0,14.0,14.0,10.0,12.0,7.0,3.0,7.0,1.0,4.0,2.0,3.0,112.0,196.0,10.0,79080.0
32417,18.0,12.0,14.0,6.0,4.0,14.0,12.0,12.0,5.0,5.0,4.0,9.0,4.0,4.0,6.0,2.0,99.0,202.0,11.0,67120.0
32418,19.0,10.0,8.0,11.0,14.0,13.0,14.0,4.0,11.0,10.0,3.0,7.0,2.0,3.0,7.0,3.0,112.0,185.0,10.0,76430.0
32419,19.0,16.0,13.0,9.0,12.0,12.0,11.0,12.0,6.0,8.0,2.0,6.0,3.0,2.0,7.0,2.0,125.0,201.0,11.0,85477.0
32420,19.0,14.0,12.0,12.0,14.0,14.0,13.0,7.0,10.0,7.0,3.0,10.0,2.0,4.0,6.0,2.0,105.0,196.0,8.0,93164.0
32421,20.0,13.0,7.0,10.0,13.0,14.0,14.0,3.0,12.0,12.0,3.0,4.0,1.0,5.0,9.0,3.0,124.0,191.0,11.0,91883.0
32422,20.0,14.0,14.0,12.0,13.0,10.0,7.0,4.0,14.0,14.0,5.0,7.0,1.0,4.0,6.0,2.0,82.0,188.0,11.0,95624.0
32423,31.0,15.0,12.0,15.0,11.0,14.0,14.0,6.0,11.0,6.0,3.0,9.0,4.0,2.0,5.0,7.0,124.0,181.0,11.0,110867.0
32424,20.0,12.0,14.0,14.0,14.0,9.0,9.0,4.0,14.0,14.0,2.0,8.0,3.0,3.0,6.0,2.0,94.0,185.0,9.0,100428.0
32425,19.0,14.0,14.0,14.0,11.0,5.0,5.0,5.0,14.0,7.0,4.0,8.0,4.0,4.0,2.0,3.0,92.0,185.0,10.0,78776.0
32426,18.0,10.0,11.0,6.0,6.0,12.0,13.0,8.0,10.0,9.0,5.0,10.0,3.0,3.0,6.0,2.0,107.0,207.0,10.0,53923.0
32427,20.0,14.0,13.0,14.0,13.0,9.0,10.0,6.0,11.0,8.0,5.0,8.0,3.0,4.0,9.0,2.0,82.0,191.0,11.0,80143.0
32428,25.0,14.0,10.0,11.0,14.0,14.0,12.0,11.0,13.0,12.0,3.0,9.0,3.0,4.0,6.0,3.0,125.0,183.0,11.0,105870.0
32429,19.0,13.0,13.0,11.0,9.0,10.0,14.0,8.0,8.0,7.0,2.0,10.0,2.0,1.0,7.0,2.0,98.0,199.0,11.0,68422.0
32430,17.0,5.0,11.0,10.0,7.0,10.0,11.0,4.0,4.0,7.0,3.0,9.0,1.0,1.0,7.0,1.0,102.0,172.0,11.0,30045.0
32431,20.0,14.0,8.0,10.0,14.0,12.0,14.0,7.0,9.0,11.0,2.0,8.0,2.0,3.0,3.0,2.0,108.0,183.0,11.0,84214.0
32432,19.0,13.0,14.0,11.0,14.0,11.0,13.0,7.0,12.0,12.0,2.0,8.0,2.0,3.0,7.0,3.0,106.0,186.0,11.0,91551.0
32433,25.0,9.0,9.0,13.0,11.0,6.0,6.0,6.0,13.0,10.0,8.0,5.0,4.0,2.0,8.0,5.0,93.0,182.0,8.0,51444.0
32434,20.0,14.0,14.0,14.0,9.0,7.0,14.0,8.0,7.0,5.0,3.0,9.0,3.0,3.0,6.0,2.0,121.0,204.0,9.0,76747.0
32435,17.0,14.0,9.0,9.0,11.0,14.0,13.0,5.0,5.0,4.0,3.0,8.0,1.0,3.0,8.0,1.0,128.0,190.0,11.0,62909.0
32436,19.0,14.0,14.0,13.0,14.0,10.0,11.0,2.0,13.0,8.0,8.0,6.0,4.0,2.0,9.0,2.0,88.0,176.0,11.0,93733.0
32437,17.0,12.0,10.0,8.0,9.0,13.0,12.0,10.0,5.0,6.0,3.0,4.0,2.0,2.0,3.0,2.0,115.0,201.0,11.0,49879.0
32438,17.0,12.0,12.0,7.0,10.0,13.0,12.0,10.0,7.0,7.0,3.0,9.0,5.0,3.0,4.0,2.0,114.0,199.0,10.0,61843.0
32439,17.0,8.0,11.0,8.0,11.0,10.0,9.0,9.0,6.0,5.0,3.0,6.0,3.0,4.0,8.0,1.0,110.0,199.0,11.0,31881.0
32440,20.0,11.0,14.0,10.0,10.0,14.0,14.0,13.0,12.0,8.0,7.0,5.0,4.0,1.0,4.0,3.0,117.0,197.0,11.0,91894.0
32441,17.0,7.0,5.0,5.0,8.0,9.0,8.0,4.0,6.0,9.0,3.0,8.0,3.0,4.0,5.0,1.0,124.0,178.0,8.0,15263.0
